"","State","Date","horizon","Lower_Quantile","Upper_Quantile","Coverage"
"25%128","New Mexico",2021-04-03,1,1075,1385,1
"30%128","New Mexico",2021-04-03,1,1108,1351,1
"35%128","New Mexico",2021-04-03,1,1142,1317,1
"40%128","New Mexico",2021-04-03,1,1168,1286,1
"45%128","New Mexico",2021-04-03,1,1198.55,1255,1
"1%129","New Mexico",2021-04-03,2,274,3076.14,1
"2.5%129","New Mexico",2021-04-03,2,358,2656.075,1
"5%129","New Mexico",2021-04-03,2,440,2363.05,1
"10%129","New Mexico",2021-04-03,2,549,2029,1
"15%129","New Mexico",2021-04-03,2,639,1813,1
"20%129","New Mexico",2021-04-03,2,715,1653,1
"25%129","New Mexico",2021-04-03,2,790.75,1537.25,1
"30%129","New Mexico",2021-04-03,2,854,1438,0
"35%129","New Mexico",2021-04-03,2,915,1356,0
"40%129","New Mexico",2021-04-03,2,978.6,1274,0
"45%129","New Mexico",2021-04-03,2,1050,1193,0
"1%130","New Mexico",2021-04-03,3,274,6604.35000000001,1
"2.5%130","New Mexico",2021-04-03,3,19.975,4857.44999999999,1
"5%130","New Mexico",2021-04-03,3,44,3868.25,1
"10%130","New Mexico",2021-04-03,3,98,2929.1,1
"15%130","New Mexico",2021-04-03,3,161,2340,1
"20%130","New Mexico",2021-04-03,3,222,1990.2,1
"25%130","New Mexico",2021-04-03,3,297.5,1685,1
"30%130","New Mexico",2021-04-03,3,379,1460.3,1
"35%130","New Mexico",2021-04-03,3,462,1253,0
"40%130","New Mexico",2021-04-03,3,559,1083,0
"45%130","New Mexico",2021-04-03,3,668.1,932,0
"1%131","New Mexico",2021-04-03,4,274,11680.04,1
"2.5%131","New Mexico",2021-04-03,4,19.975,7986.52499999998,1
"5%131","New Mexico",2021-04-03,4,44,5750.35,1
"10%131","New Mexico",2021-04-03,4,98,3448.3,1
"15%131","New Mexico",2021-04-03,4,161,2326.6,1
"20%131","New Mexico",2021-04-03,4,222,1575.4,1
"25%131","New Mexico",2021-04-03,4,297.5,1078.25,0
"30%131","New Mexico",2021-04-03,4,17,739.6,0
"35%131","New Mexico",2021-04-03,4,33.6500000000001,528.350000000001,0
"40%131","New Mexico",2021-04-03,4,60,358,0
"45%131","New Mexico",2021-04-03,4,101,239,0
"1%132","New Mexico",2021-04-10,1,741.99,1767.01,1
"2.5%132","New Mexico",2021-04-10,1,797,1667.025,1
"5%132","New Mexico",2021-04-10,1,856.95,1574.2,1
"10%132","New Mexico",2021-04-10,1,924,1486,0
"15%132","New Mexico",2021-04-10,1,973,1418,0
"20%132","New Mexico",2021-04-10,1,1010,1369,0
"25%132","New Mexico",2021-04-10,1,1042,1330,0
"30%132","New Mexico",2021-04-10,1,1070,1296,0
"35%132","New Mexico",2021-04-10,1,1098,1266,0
"40%132","New Mexico",2021-04-10,1,1131,1236,0
"45%132","New Mexico",2021-04-10,1,1159,1211,0
"1%133","New Mexico",2021-04-10,2,264.98,2865.06,1
"2.5%133","New Mexico",2021-04-10,2,350.975,2496.1,1
"5%133","New Mexico",2021-04-10,2,426,2245,1
"10%133","New Mexico",2021-04-10,2,534,1937,1
"15%133","New Mexico",2021-04-10,2,635,1753,1
"20%133","New Mexico",2021-04-10,2,706,1612,1
"25%133","New Mexico",2021-04-10,2,773,1492,1
"30%133","New Mexico",2021-04-10,2,840.7,1396,1
"35%133","New Mexico",2021-04-10,2,910,1316.35,0
"40%133","New Mexico",2021-04-10,2,979,1239,0
"45%133","New Mexico",2021-04-10,2,1039.55,1169,0
"1%134","New Mexico",2021-04-10,3,264.98,5668.47000000001,1
"2.5%134","New Mexico",2021-04-10,3,17.975,4441.59999999999,1
"5%134","New Mexico",2021-04-10,3,47,3586.4,1
"10%134","New Mexico",2021-04-10,3,104,2794,1
"15%134","New Mexico",2021-04-10,3,169,2263,1
"20%134","New Mexico",2021-04-10,3,237.8,1892.4,1
"25%134","New Mexico",2021-04-10,3,313,1632,1
"30%134","New Mexico",2021-04-10,3,403,1412.6,0
"35%134","New Mexico",2021-04-10,3,485,1234,0
"40%134","New Mexico",2021-04-10,3,583,1065.4,0
"45%134","New Mexico",2021-04-10,3,687.55,933.45,0
"1%135","New Mexico",2021-04-10,4,264.98,11182.46,1
"2.5%135","New Mexico",2021-04-10,4,17.975,7966.125,1
"5%135","New Mexico",2021-04-10,4,47,5710.45,1
"10%135","New Mexico",2021-04-10,4,104,3591.2,1
"15%135","New Mexico",2021-04-10,4,169,2395.15,1
"20%135","New Mexico",2021-04-10,4,237.8,1707.4,1
"25%135","New Mexico",2021-04-10,4,313,1247.25,0
"30%135","New Mexico",2021-04-10,4,20,911.3,0
"35%135","New Mexico",2021-04-10,4,40,608,0
"40%135","New Mexico",2021-04-10,4,70,424,0
"45%135","New Mexico",2021-04-10,4,114,281.45,0
"1%136","New Mexico",2021-04-17,1,945.98,2278.03,1
"2.5%136","New Mexico",2021-04-17,1,1032.95,2134,1
"5%136","New Mexico",2021-04-17,1,1103.9,2002.05,1
"10%136","New Mexico",2021-04-17,1,1181,1885.1,1
"15%136","New Mexico",2021-04-17,1,1238,1811,1
"20%136","New Mexico",2021-04-17,1,1286,1755,1
"25%136","New Mexico",2021-04-17,1,1327,1706,1
"30%136","New Mexico",2021-04-17,1,1370,1659,0
"35%136","New Mexico",2021-04-17,1,1405.65,1618,0
"40%136","New Mexico",2021-04-17,1,1440,1582,0
"45%136","New Mexico",2021-04-17,1,1476,1549,0
"1%137","New Mexico",2021-04-17,2,359.99,3711.02,1
"2.5%137","New Mexico",2021-04-17,2,473,3227.05,1
"5%137","New Mexico",2021-04-17,2,572,2875.05,1
"10%137","New Mexico",2021-04-17,2,710,2514.1,1
"15%137","New Mexico",2021-04-17,2,820,2272.15,1
"20%137","New Mexico",2021-04-17,2,919,2092.4,1
"25%137","New Mexico",2021-04-17,2,995,1943.5,1
"30%137","New Mexico",2021-04-17,2,1078.7,1819,1
"35%137","New Mexico",2021-04-17,2,1164,1701.35,1
"40%137","New Mexico",2021-04-17,2,1242.6,1599,1
"45%137","New Mexico",2021-04-17,2,1330.55,1508.45,0
"1%138","New Mexico",2021-04-17,3,11,7312.49000000001,1
"2.5%138","New Mexico",2021-04-17,3,25,5795.25,1
"5%138","New Mexico",2021-04-17,3,55,4778.05,1
"10%138","New Mexico",2021-04-17,3,125.9,3570,1
"15%138","New Mexico",2021-04-17,3,203.85,2929.2,1
"20%138","New Mexico",2021-04-17,3,295.8,2468,1
"25%138","New Mexico",2021-04-17,3,386.75,2117.25,1
"30%138","New Mexico",2021-04-17,3,489.4,1816,1
"35%138","New Mexico",2021-04-17,3,620.65,1567,0
"40%138","New Mexico",2021-04-17,3,742.2,1376.4,0
"45%138","New Mexico",2021-04-17,3,875,1199,0
"1%139","New Mexico",2021-04-17,4,11,16333.68,1
"2.5%139","New Mexico",2021-04-17,4,25,11218.425,1
"5%139","New Mexico",2021-04-17,4,55,7616.55000000001,1
"10%139","New Mexico",2021-04-17,4,125.9,4490.7,1
"15%139","New Mexico",2021-04-17,4,203.85,3072.75,1
"20%139","New Mexico",2021-04-17,4,295.8,2175,1
"25%139","New Mexico",2021-04-17,4,13,1486.25,1
"30%139","New Mexico",2021-04-17,4,27,1069.2,0
"35%139","New Mexico",2021-04-17,4,50,757,0
"40%139","New Mexico",2021-04-17,4,89,535.400000000001,0
"45%139","New Mexico",2021-04-17,4,149.55,356,0
"1%140","New Mexico",2021-04-24,1,849,1987.03,1
"2.5%140","New Mexico",2021-04-24,1,922.975,1875,1
"5%140","New Mexico",2021-04-24,1,978,1798.05,1
"10%140","New Mexico",2021-04-24,1,1056.9,1685,1
"15%140","New Mexico",2021-04-24,1,1106,1611,1
"20%140","New Mexico",2021-04-24,1,1149.8,1562,1
"25%140","New Mexico",2021-04-24,1,1187.75,1513.25,1
"30%140","New Mexico",2021-04-24,1,1220.7,1473.3,0
"35%140","New Mexico",2021-04-24,1,1250,1439,0
"40%140","New Mexico",2021-04-24,1,1281,1405,0
"45%140","New Mexico",2021-04-24,1,1311,1371,0
"1%141","New Mexico",2021-04-24,2,319.97,3240.06,1
"2.5%141","New Mexico",2021-04-24,2,408,2834.125,1
"5%141","New Mexico",2021-04-24,2,507.95,2515,1
"10%141","New Mexico",2021-04-24,2,631,2185,1
"15%141","New Mexico",2021-04-24,2,726,1977.15,1
"20%141","New Mexico",2021-04-24,2,819.8,1823,1
"25%141","New Mexico",2021-04-24,2,899,1691.25,1
"30%141","New Mexico",2021-04-24,2,964,1592.3,0
"35%141","New Mexico",2021-04-24,2,1040,1491,0
"40%141","New Mexico",2021-04-24,2,1108,1403,0
"45%141","New Mexico",2021-04-24,2,1174.55,1318.45,0
"1%142","New Mexico",2021-04-24,3,10.99,6672.15,1
"2.5%142","New Mexico",2021-04-24,3,28,5456.05,1
"5%142","New Mexico",2021-04-24,3,62.95,4242.35,1
"10%142","New Mexico",2021-04-24,3,129,3222.2,1
"15%142","New Mexico",2021-04-24,3,213.85,2637.3,1
"20%142","New Mexico",2021-04-24,3,286,2231.4,1
"25%142","New Mexico",2021-04-24,3,378,1931.5,1
"30%142","New Mexico",2021-04-24,3,470,1692.3,1
"35%142","New Mexico",2021-04-24,3,573.65,1459.7,1
"40%142","New Mexico",2021-04-24,3,692,1261.4,0
"45%142","New Mexico",2021-04-24,3,806,1099.45,0
"1%143","New Mexico",2021-04-24,4,10.99,13371.4,1
"2.5%143","New Mexico",2021-04-24,4,28,9758.59999999999,1
"5%143","New Mexico",2021-04-24,4,62.95,6612.60000000001,1
"10%143","New Mexico",2021-04-24,4,129,4162,1
"15%143","New Mexico",2021-04-24,4,213.85,2856.15,1
"20%143","New Mexico",2021-04-24,4,286,2023,1
"25%143","New Mexico",2021-04-24,4,14,1437.25,1
"30%143","New Mexico",2021-04-24,4,29,1066,0
"35%143","New Mexico",2021-04-24,4,58,764.700000000002,0
"40%143","New Mexico",2021-04-24,4,104,530.400000000001,0
"45%143","New Mexico",2021-04-24,4,165,371,0
"1%144","New Mexico",2021-05-01,1,990.97,2262.02,1
"2.5%144","New Mexico",2021-05-01,1,1073.975,2156.025,1
"5%144","New Mexico",2021-05-01,1,1140,2055,1
"10%144","New Mexico",2021-05-01,1,1215,1950,1
"15%144","New Mexico",2021-05-01,1,1278,1867,1
"20%144","New Mexico",2021-05-01,1,1330,1805,1
"25%144","New Mexico",2021-05-01,1,1376.75,1756,1
"30%144","New Mexico",2021-05-01,1,1415.7,1708,1
"35%144","New Mexico",2021-05-01,1,1450.65,1664,1
"40%144","New Mexico",2021-05-01,1,1487,1627,1
"45%144","New Mexico",2021-05-01,1,1523,1591.45,0
"1%145","New Mexico",2021-05-01,2,352.98,3754.03,1
"2.5%145","New Mexico",2021-05-01,2,490.975,3387.025,1
"5%145","New Mexico",2021-05-01,2,598,3049.05,1
"10%145","New Mexico",2021-05-01,2,748.9,2623,1
"15%145","New Mexico",2021-05-01,2,870,2382.15,1
"20%145","New Mexico",2021-05-01,2,961.8,2190.6,1
"25%145","New Mexico",2021-05-01,2,1055,2046.25,1
"30%145","New Mexico",2021-05-01,2,1144,1924,1
"35%145","New Mexico",2021-05-01,2,1233.65,1807,1
"40%145","New Mexico",2021-05-01,2,1321,1698.4,0
"45%145","New Mexico",2021-05-01,2,1413.55,1604,0
"1%146","New Mexico",2021-05-01,3,13,7335.03,1
"2.5%146","New Mexico",2021-05-01,3,34,5876.05,1
"5%146","New Mexico",2021-05-01,3,75,4888.2,1
"10%146","New Mexico",2021-05-01,3,158.9,3790,1
"15%146","New Mexico",2021-05-01,3,259,3201,1
"20%146","New Mexico",2021-05-01,3,346,2684.4,1
"25%146","New Mexico",2021-05-01,3,455.75,2298.25,1
"30%146","New Mexico",2021-05-01,3,570,1977.3,1
"35%146","New Mexico",2021-05-01,3,684.3,1712.35,1
"40%146","New Mexico",2021-05-01,3,825,1495.4,1
"45%146","New Mexico",2021-05-01,3,985,1308,1
"1%147","New Mexico",2021-05-01,4,13,15448.7,1
"2.5%147","New Mexico",2021-05-01,4,34,10799.7,1
"5%147","New Mexico",2021-05-01,4,75,7754.25,1
"10%147","New Mexico",2021-05-01,4,158.9,5008.2,1
"15%147","New Mexico",2021-05-01,4,259,3495.15,1
"20%147","New Mexico",2021-05-01,4,346,2493.6,1
"25%147","New Mexico",2021-05-01,4,17,1806.75,1
"30%147","New Mexico",2021-05-01,4,36,1326.3,1
"35%147","New Mexico",2021-05-01,4,70,955.050000000002,1
"40%147","New Mexico",2021-05-01,4,119,654.400000000001,0
"45%147","New Mexico",2021-05-01,4,193,430,0
"1%148","New Mexico",2021-05-08,1,1077,2475,1
"2.5%148","New Mexico",2021-05-08,1,1158.975,2334.025,1
"5%148","New Mexico",2021-05-08,1,1244.95,2229,1
"10%148","New Mexico",2021-05-08,1,1347,2107,0
"15%148","New Mexico",2021-05-08,1,1407.85,2026,0
"20%148","New Mexico",2021-05-08,1,1457,1961,0
"25%148","New Mexico",2021-05-08,1,1503,1907,0
"30%148","New Mexico",2021-05-08,1,1543,1859.3,0
"35%148","New Mexico",2021-05-08,1,1585,1823,0
"40%148","New Mexico",2021-05-08,1,1627,1778,0
"45%148","New Mexico",2021-05-08,1,1663.55,1737,0
"1%149","New Mexico",2021-05-08,2,461.98,4344.06,1
"2.5%149","New Mexico",2021-05-08,2,585.925,3823.3,1
"5%149","New Mexico",2021-05-08,2,704,3388.05,1
"10%149","New Mexico",2021-05-08,2,876,2949.3,1
"15%149","New Mexico",2021-05-08,2,1009.85,2671,1
"20%149","New Mexico",2021-05-08,2,1115,2450,1
"25%149","New Mexico",2021-05-08,2,1226,2275.25,0
"30%149","New Mexico",2021-05-08,2,1324,2126.3,0
"35%149","New Mexico",2021-05-08,2,1415,2011,0
"40%149","New Mexico",2021-05-08,2,1514,1901,0
"45%149","New Mexico",2021-05-08,2,1613,1802,0
"1%150","New Mexico",2021-05-08,3,19,9326.14,1
"2.5%150","New Mexico",2021-05-08,3,43,7267.42499999999,1
"5%150","New Mexico",2021-05-08,3,101,5781.40000000001,1
"10%150","New Mexico",2021-05-08,3,206.9,4435.1,1
"15%150","New Mexico",2021-05-08,3,316,3664.45,1
"20%150","New Mexico",2021-05-08,3,431,3106,1
"25%150","New Mexico",2021-05-08,3,556,2670.75,1
"30%150","New Mexico",2021-05-08,3,683,2321.6,1
"35%150","New Mexico",2021-05-08,3,825,2040.35,1
"40%150","New Mexico",2021-05-08,3,988.2,1757.4,0
"45%150","New Mexico",2021-05-08,3,1154.1,1546,0
"1%151","New Mexico",2021-05-08,4,19,20167.57,1
"2.5%151","New Mexico",2021-05-08,4,43,13744.9,1
"5%151","New Mexico",2021-05-08,4,101,9582.35,1
"10%151","New Mexico",2021-05-08,4,206.9,6258,1
"15%151","New Mexico",2021-05-08,4,316,4208.15,1
"20%151","New Mexico",2021-05-08,4,11,2957,1
"25%151","New Mexico",2021-05-08,4,26.75,2163.50000000001,1
"30%151","New Mexico",2021-05-08,4,54,1567.3,1
"35%151","New Mexico",2021-05-08,4,95.6500000000001,1127.7,1
"40%151","New Mexico",2021-05-08,4,156,816.400000000001,1
"45%151","New Mexico",2021-05-08,4,258,584,0
"1%152","New Mexico",2021-05-15,1,808.95,1863.02,1
"2.5%152","New Mexico",2021-05-15,1,880,1776.025,1
"5%152","New Mexico",2021-05-15,1,936.95,1684,1
"10%152","New Mexico",2021-05-15,1,1009.9,1585,1
"15%152","New Mexico",2021-05-15,1,1054,1528,1
"20%152","New Mexico",2021-05-15,1,1090,1480,1
"25%152","New Mexico",2021-05-15,1,1126,1440,1
"30%152","New Mexico",2021-05-15,1,1161,1408,1
"35%152","New Mexico",2021-05-15,1,1193,1371,1
"40%152","New Mexico",2021-05-15,1,1219,1341,0
"45%152","New Mexico",2021-05-15,1,1250,1312.45,0
"1%153","New Mexico",2021-05-15,2,316.95,3002.02,1
"2.5%153","New Mexico",2021-05-15,2,400.95,2621.2,1
"5%153","New Mexico",2021-05-15,2,478,2368,1
"10%153","New Mexico",2021-05-15,2,610.9,2035.1,1
"15%153","New Mexico",2021-05-15,2,705,1833.15,1
"20%153","New Mexico",2021-05-15,2,787.8,1699,1
"25%153","New Mexico",2021-05-15,2,852,1593.25,1
"30%153","New Mexico",2021-05-15,2,919,1498,1
"35%153","New Mexico",2021-05-15,2,986.65,1413,0
"40%153","New Mexico",2021-05-15,2,1053,1333,0
"45%153","New Mexico",2021-05-15,2,1111.55,1255,0
"1%154","New Mexico",2021-05-15,3,14,5680.15,1
"2.5%154","New Mexico",2021-05-15,3,32.975,4637.05,1
"5%154","New Mexico",2021-05-15,3,64,3826.05,1
"10%154","New Mexico",2021-05-15,3,137.9,2880.3,1
"15%154","New Mexico",2021-05-15,3,210,2352.45,1
"20%154","New Mexico",2021-05-15,3,291,2021,1
"25%154","New Mexico",2021-05-15,3,382,1752.5,1
"30%154","New Mexico",2021-05-15,3,465.7,1494.3,1
"35%154","New Mexico",2021-05-15,3,556,1307,1
"40%154","New Mexico",2021-05-15,3,655.6,1136,0
"45%154","New Mexico",2021-05-15,3,761,987.45,0
"1%155","New Mexico",2021-05-15,4,14,11317.4900000001,1
"2.5%155","New Mexico",2021-05-15,4,32.975,8379.92499999999,1
"5%155","New Mexico",2021-05-15,4,64,5932.05,1
"10%155","New Mexico",2021-05-15,4,137.9,3697.4,1
"15%155","New Mexico",2021-05-15,4,210,2550.75,1
"20%155","New Mexico",2021-05-15,4,291,1840.2,1
"25%155","New Mexico",2021-05-15,4,15,1310.25,1
"30%155","New Mexico",2021-05-15,4,31,950.3,1
"35%155","New Mexico",2021-05-15,4,56,687.350000000001,1
"40%155","New Mexico",2021-05-15,4,97.6000000000001,490.400000000001,0
"45%155","New Mexico",2021-05-15,4,158,355.45,0
"1%156","New Mexico",2021-05-22,1,755.99,1734.02,1
"2.5%156","New Mexico",2021-05-22,1,822,1640.025,1
"5%156","New Mexico",2021-05-22,1,873,1555.05,1
"10%156","New Mexico",2021-05-22,1,936,1468,1
"15%156","New Mexico",2021-05-22,1,984,1410.15,0
"20%156","New Mexico",2021-05-22,1,1015.8,1364,0
"25%156","New Mexico",2021-05-22,1,1046,1325,0
"30%156","New Mexico",2021-05-22,1,1077,1293,0
"35%156","New Mexico",2021-05-22,1,1105,1262,0
"40%156","New Mexico",2021-05-22,1,1131,1235,0
"45%156","New Mexico",2021-05-22,1,1155,1205,0
"1%157","New Mexico",2021-05-22,2,284,2699.03,1
"2.5%157","New Mexico",2021-05-22,2,358,2420.025,1
"5%157","New Mexico",2021-05-22,2,445,2177.1,1
"10%157","New Mexico",2021-05-22,2,546,1883,1
"15%157","New Mexico",2021-05-22,2,636,1706,1
"20%157","New Mexico",2021-05-22,2,707.8,1574,0
"25%157","New Mexico",2021-05-22,2,773,1463,0
"30%157","New Mexico",2021-05-22,2,835,1374,0
"35%157","New Mexico",2021-05-22,2,897,1292,0
"40%157","New Mexico",2021-05-22,2,960,1217,0
"45%157","New Mexico",2021-05-22,2,1025,1148.45,0
"1%158","New Mexico",2021-05-22,3,14.99,5209.80000000002,1
"2.5%158","New Mexico",2021-05-22,3,35.975,4285.67499999999,1
"5%158","New Mexico",2021-05-22,3,68,3440.35,1
"10%158","New Mexico",2021-05-22,3,129.9,2641.2,1
"15%158","New Mexico",2021-05-22,3,200,2192,1
"20%158","New Mexico",2021-05-22,3,267,1838.2,1
"25%158","New Mexico",2021-05-22,3,342.5,1577,1
"30%158","New Mexico",2021-05-22,3,429,1369.3,1
"35%158","New Mexico",2021-05-22,3,507,1195.7,1
"40%158","New Mexico",2021-05-22,3,591,1043,0
"45%158","New Mexico",2021-05-22,3,680,904.900000000001,0
"1%159","New Mexico",2021-05-22,4,14.99,10448.92,1
"2.5%159","New Mexico",2021-05-22,4,35.975,7424.92499999999,1
"5%159","New Mexico",2021-05-22,4,68,5279.2,1
"10%159","New Mexico",2021-05-22,4,129.9,3217.2,1
"15%159","New Mexico",2021-05-22,4,200,2244.15,1
"20%159","New Mexico",2021-05-22,4,267,1647.2,1
"25%159","New Mexico",2021-05-22,4,18,1204.25,1
"30%159","New Mexico",2021-05-22,4,34,882.3,1
"35%159","New Mexico",2021-05-22,4,60,634.350000000001,0
"40%159","New Mexico",2021-05-22,4,98,452.400000000001,0
"45%159","New Mexico",2021-05-22,4,151,320,0
"1%160","New Mexico",2021-05-29,1,547.99,1271.03,1
"2.5%160","New Mexico",2021-05-29,1,592,1193.025,1
"5%160","New Mexico",2021-05-29,1,632,1130.05,1
"10%160","New Mexico",2021-05-29,1,675,1065,0
"15%160","New Mexico",2021-05-29,1,707,1022.15,0
"20%160","New Mexico",2021-05-29,1,735,987,0
"25%160","New Mexico",2021-05-29,1,756,960,0
"30%160","New Mexico",2021-05-29,1,779,936,0
"35%160","New Mexico",2021-05-29,1,799,915,0
"40%160","New Mexico",2021-05-29,1,818,894,0
"45%160","New Mexico",2021-05-29,1,836,875,0
"1%161","New Mexico",2021-05-29,2,202.99,1866.01,1
"2.5%161","New Mexico",2021-05-29,2,255,1625.025,1
"5%161","New Mexico",2021-05-29,2,306.95,1453.05,1
"10%161","New Mexico",2021-05-29,2,383,1257.1,1
"15%161","New Mexico",2021-05-29,2,439,1146.15,1
"20%161","New Mexico",2021-05-29,2,488,1057,1
"25%161","New Mexico",2021-05-29,2,531,985,1
"30%161","New Mexico",2021-05-29,2,569,927,1
"35%161","New Mexico",2021-05-29,2,612,879,0
"40%161","New Mexico",2021-05-29,2,656,832,0
"45%161","New Mexico",2021-05-29,2,699.55,788,0
"1%162","New Mexico",2021-05-29,3,202.99,3350.08,1
"2.5%162","New Mexico",2021-05-29,3,21,2723.025,1
"5%162","New Mexico",2021-05-29,3,41,2205.1,1
"10%162","New Mexico",2021-05-29,3,86,1677.1,1
"15%162","New Mexico",2021-05-29,3,124,1379.3,1
"20%162","New Mexico",2021-05-29,3,168,1184,1
"25%162","New Mexico",2021-05-29,3,215,1023.25,1
"30%162","New Mexico",2021-05-29,3,271,902.6,1
"35%162","New Mexico",2021-05-29,3,328,791,1
"40%162","New Mexico",2021-05-29,3,389,687.400000000001,1
"45%162","New Mexico",2021-05-29,3,453,599.45,0
"1%163","New Mexico",2021-05-29,4,202.99,6291.01,1
"2.5%163","New Mexico",2021-05-29,4,21,4358.15,1
"5%163","New Mexico",2021-05-29,4,41,3148,1
"10%163","New Mexico",2021-05-29,4,86,1961.3,1
"15%163","New Mexico",2021-05-29,4,124,1367.45,1
"20%163","New Mexico",2021-05-29,4,168,1016.2,1
"25%163","New Mexico",2021-05-29,4,11,727.25,1
"30%163","New Mexico",2021-05-29,4,23,515,0
"35%163","New Mexico",2021-05-29,4,40.6500000000001,386.700000000002,0
"40%163","New Mexico",2021-05-29,4,66.6000000000001,284,0
"45%163","New Mexico",2021-05-29,4,102,207.45,0
"1%164","New Mexico",2021-06-05,1,326.99,768.02,1
"2.5%164","New Mexico",2021-06-05,1,353,724,1
"5%164","New Mexico",2021-06-05,1,377,690,1
"10%164","New Mexico",2021-06-05,1,407,648,1
"15%164","New Mexico",2021-06-05,1,426,623,1
"20%164","New Mexico",2021-06-05,1,443,603,1
"25%164","New Mexico",2021-06-05,1,458,587,1
"30%164","New Mexico",2021-06-05,1,471,572,1
"35%164","New Mexico",2021-06-05,1,484,557,0
"40%164","New Mexico",2021-06-05,1,497,545,0
"45%164","New Mexico",2021-06-05,1,508,531,0
"1%165","New Mexico",2021-06-05,2,105.99,981.070000000002,1
"2.5%165","New Mexico",2021-06-05,2,129,843,1
"5%165","New Mexico",2021-06-05,2,158.95,761.05,1
"10%165","New Mexico",2021-06-05,2,196,669,1
"15%165","New Mexico",2021-06-05,2,224,608,0
"20%165","New Mexico",2021-06-05,2,248,563,0
"25%165","New Mexico",2021-06-05,2,274,523.25,0
"30%165","New Mexico",2021-06-05,2,300,490,0
"35%165","New Mexico",2021-06-05,2,323,462,0
"40%165","New Mexico",2021-06-05,2,344,436,0
"45%165","New Mexico",2021-06-05,2,365.55,413,0
"1%166","New Mexico",2021-06-05,3,105.99,1445.03,1
"2.5%166","New Mexico",2021-06-05,3,129,1171.025,1
"5%166","New Mexico",2021-06-05,3,19,960,1
"10%166","New Mexico",2021-06-05,3,35,726,1
"15%166","New Mexico",2021-06-05,3,53,609,1
"20%166","New Mexico",2021-06-05,3,71,509,0
"25%166","New Mexico",2021-06-05,3,92,442,0
"30%166","New Mexico",2021-06-05,3,114,379.3,0
"35%166","New Mexico",2021-06-05,3,142,334,0
"40%166","New Mexico",2021-06-05,3,167,293,0
"45%166","New Mexico",2021-06-05,3,195.55,257,0
"1%167","New Mexico",2021-06-05,4,105.99,2190.19,1
"2.5%167","New Mexico",2021-06-05,4,129,1581,1
"5%167","New Mexico",2021-06-05,4,19,1185.05,1
"10%167","New Mexico",2021-06-05,4,35,716.300000000001,1
"15%167","New Mexico",2021-06-05,4,53,490,1
"20%167","New Mexico",2021-06-05,4,71,354,0
"25%167","New Mexico",2021-06-05,4,92,258.25,0
"30%167","New Mexico",2021-06-05,4,114,189,0
"35%167","New Mexico",2021-06-05,4,12,137,0
"40%167","New Mexico",2021-06-05,4,19,97,0
"45%167","New Mexico",2021-06-05,4,31,70.4500000000003,0
"1%168","New Mexico",2021-06-12,1,288.99,680,1
"2.5%168","New Mexico",2021-06-12,1,316,642,0
"5%168","New Mexico",2021-06-12,1,336,613,0
"10%168","New Mexico",2021-06-12,1,360,578,0
"15%168","New Mexico",2021-06-12,1,379,554,0
"20%168","New Mexico",2021-06-12,1,392,536,0
"25%168","New Mexico",2021-06-12,1,406,520,0
"30%168","New Mexico",2021-06-12,1,418,506,0
"35%168","New Mexico",2021-06-12,1,429,494,0
"40%168","New Mexico",2021-06-12,1,440,483,0
"45%168","New Mexico",2021-06-12,1,451,472,0
"1%169","New Mexico",2021-06-12,2,96,902.050000000001,1
"2.5%169","New Mexico",2021-06-12,2,117.975,788.025,1
"5%169","New Mexico",2021-06-12,2,144.95,704,1
